,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Series,Origin,Support
4317,P007767,con igual lealtad y sumisión que en los demás actos de mi vida,1800,"Goya y Lucientes, Francisco de",Óleo,216,144,,"Colección Manuel Godoy, 1800-1808. El 18 de diciembre de 1813, trasladado al Depósito General de Secuestros, situado en el almacén que la Fábrica de Cristales de San Ildefonso tenía en la calle Alcalá. Palacio de Boadilla del Monte (Madrid) entre los bienes devueltos a la condesa de Chinchón, 1814; en posesión de los descendientes directos (familia Rúspuli Morenés) hasta su adquisición por el Estado, con destino al Museo del Prado, con fondos de Fervisa S.A, herencia del legado Villaescusa, en 2000.",Lienzo sin forrar
4318,P000741,La maja desnuda,1800 - 1807,"Goya y Lucientes, Francisco de",Óleo,"94,7",188,,"Colección Manuel Godoy, Madrid, 1808. Trasladada al Depósito General de Secuestros, situado en el almacén que la Fábrica de Cristales de San Ildefonso tenía en la calle Alcalá, el 18 de diciembre de 1813. Depositada en dependencias del Tribunal de la Inquisición el 28 de noviembre de 1814. Trasladada a la Real Academia de Bellas Artes de San Fernando el 13 de abril de 1836. Expuesta por primera vez en las salas públicas de la Academia con motivo de la exposición de 1840. Ingresó en el Museo del Prado en 1901.",Lienzo
4319,P007942,"El bodegón español en el Prado. De Van der Hamen a Goya,",Hacia  1805,"Romá, José",Óleo,56,46,,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
4320,P003001,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,Hacia  1806,"Lawrence, Thomas",Óleo,247,147,,"Adquirido a Marshall Spink, Londres, 1958",Lienzo
4321,P004515,Pintura Española de bodegones y floreros de 1600 a Goya,Hacia  1806,"Montalvo, Bartolomé",Óleo,54,72,,"Colección Real; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1973",Tabla
4322,P005784,Wamba renunciando a la corona,Hacia  1806,"Ribera y Fernández, Juan Antonio",Óleo,160,215,,"Colección Real (Palacio Real, Madrid, ""piezas de entresuelo encima del callejón de tribunas"", 1814-1818, s.n.?; Real Casino, Madrid, hasta 1863); Museo del Prado, 1863-1896; Museo de Arte Moderno, 1896-1968",Lienzo
4323,P005890,El bodegón español en el Prado. De Van der Hamen a Goya.,Hacia  1806,"Montalvo, Bartolomé",Óleo,55,72,,Colección Real; Museo de Arte Moderno,Tabla
4324,P006563,Bodegón,Hacia  1806,"Montalvo, Bartolomé",Óleo,55,72,,Colección Real; Museo de Arte Moderno,Tabla
4325,P002768,Busto femenino,Primer cuarto del siglo XIX,Anónimo,Óleo,47,37,,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Lienzo
4326,P007111,La degollación,Primera mitad del siglo XIX,Anónimo,Óleo,32,43,,"Ingresó en el Museo del Prado el 22 de marzo de 1912, procedente del Legado de don Cristóbal Férriz y Sicilia.",Hojalata
4327,P008046,Retrato femenino,Primera mitad del siglo XIX,Anónimo,Óleo,154,129,,Colección Arturo Perera y Prats; herederos de Arturo Perera y Prats; adquisición 1980.,Lámina de cobre
4328,P000747,Escena de manicomio,Siglo XIX,Anónimo,Óleo,48,60,,"Nuevas Adquisiciones, Museo de la Trinidad (adquisición a Román Garreta y Huerta), 1866; Museo del Prado, 1872.",Lienzo
4329,P003296,Paisaje,Siglo XIX,Anónimo,Óleo,22,"30,5",,Colección Real,Lienzo
4330,P003298,Federico de Madrazo (1814-1895).,Siglo XIX,Anónimo,Óleo,213,147,,Museo de la Trinidad,Lienzo
4331,P003301,Un frutero (copia),Siglo XIX,Anónimo,Óleo,40,32,,"Ministerio de Fomento, Madrid, 1857; Museo Nacional de Pintura y Escultura, 1866",Lienzo
4332,P003307,Paisaje,Siglo XIX,"Morel, Jan Evert",Óleo,24,35,,"Donación Mª. de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, 1894.",Tabla
4333,P003369,"Carlos IV, rey de España",Siglo XIX,Anónimo,Óleo,111,85,,"Registrado en la Facultad de Veterinaria de Madrid, por R.O., desde 1883 a 1959, ingresando en el Prado en 1959.",Lienzo sin forrar
4334,P003412,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,Siglo XIX,"Galván y Candela, José María",Óleo,120,90,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_744adc2a-7cb1-41f4-9b56-298a3be1ffab_7996d2ec-1596-4a85-9365-af0c280c7f9b"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres, del Museo Iconográfico, 1882.",Lienzo
4335,P003908,Poesías,Siglo XIX,Anónimo,Óleo,120,91,,"Cesión del Ministerio de Fomento, 1866",Lienzo
4336,P004071,Carlos IV,Siglo XIX,Anónimo,Óleo,75,58,,Adquisición,Lienzo
4337,P004352,Santa Catalina,Siglo XIX,"Gutiérrez de la Vega y Bocanegra, José",Óleo,153,104,,"Adquirido para el Museo de Arte Moderno, 1946; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4338,P004409,Inmaculada,Siglo XIX,Anónimo,Óleo,199,103,,"Museo de Arte Moderno (Donación Concepción Cerrajería del Bayo, condesa de San Jorge)",Lienzo
4339,P004430,Escena de majos y celestina,Siglo XIX,"Lucas Villaamil, Eugenio",Óleo,49,63,,"Junta Delegada de Incautación, Protección y Conservación del Tesoro Artístico Nacional, 1938; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4340,P005820,Pastoral,Siglo XIX,"Llorens Díaz, Francisco",Óleo,230,380,,Museo de Arte Moderno,Lienzo
4341,P004431,Asalto a la diligencia,Siglo XIX,"Lucas Villaamil, Eugenio",Óleo,52,71,,"Junta Delegada de Incautación, Protección y Conservación del Tesoro Artístico Nacional, 1938; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4342,P004077,Don Juan de Austria (copia),Siglo XIX,"Iborra, Camilo",Óleo,223,119,,Copia realizada en el Museo del Prado,Lienzo
4343,P004644,Paisaje,Siglo XIX,"Sisley, Alfred",Óleo,48,67,,"Adquirido por el Museo de Arte Moderno, 1950; Museo del Prado, 1971",Lienzo
4344,P003254,El cardenal don Luis María de Borbón y Vallabriga,Siglo XIX,"Esteve y Marqués, Agustín",Óleo,200,114,,"Donado con reserva de usufructo por Fernando de Aragón y Carrillo de Albornoz, marqués de Casa Torres y vizconde de Baiguer, en 1975. Ingresó en el Museo a su muerte, en 1984.",Lienzo
4345,P006582,"Luisa Fernanda de Borbón, duquesa de Montpensier, con mantilla",Siglo XIX,Anónimo,Óleo,54,39,,Museo Nacional de Arte Moderno,Cartón
4346,P007106,Retrato del rey Carlos IV,Siglo XIX,Anónimo,Óleo,114,81,,"Ingresó en el Museo del Prado en 1911, procedente de la Facultad de Farmacia de Madrid.",Lienzo
4347,P003701,Paisaje nevado,Siglo XIX,"Rovira y Formosa, Juan",Óleo,25,31,,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",Lienzo
4348,P008315,Las nieves del Cervunal,Siglo XIX,"Martínez Vázquez, Eduardo",Óleo,"53,7","64,7",,"Ruperto Sánchez Arcas, hasta 1976; por herencia, a su hija Carmen Sánchez, hasta 2016; Legado Carmen Sánchez García, 2020",Lienzo
4349,P002815,Vicente López (1772-1850:) II Catálogo Razonado,1802,"López Portaña, Vicente",Óleo,"350,5","250,5",,"Colección Real (Palacio Real, Madrid, Casa de Rebeque, 1814-1818, s.n.).",Lienzo
4350,P004799,Carlo Ludovico de Borbón-Parma,1802,"Corsi, Giovanni Francesco",Óleo,117,67,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_26ded4d2-0ca5-4306-88c4-ab16709994d4_e3b12268-22ae-4698-bf5b-a5f38243b13d"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Proyecto de Sala de Retratos de los Reyes de la Casa de Austria y Borbón, Real Museo</dd>","Colección Real (Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.).",Lienzo
4351,P007978,modellino,Hacia  1807,"Madrazo y Agudo, José de",Óleo,"57,5","83,5",,"Colección de la familia Madrazo (Luis de Madrazo); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Lienzo
4352,P003590,La Sagrada Familia,1803,"González Velázquez y Tolosa, Cástor",Óleo,16,13,,Colección Real,Tabla
4353,P003912,José de Madrazo (1781-1859),1803,"Madrazo y Agudo, José de",Óleo,176,226,,Colección Real; Museo de Arte Moderno,Lienzo
4354,P007110,La hoguera,Hacia  1808,Anónimo,Óleo,29,41,,"Ingresó en el Museo del Prado el 22 de marzo de 1912, procedente del Legado de don Cristóbal Férriz y Sicilia",Hojalata
4355,P002448,La XII marquesa de Villafranca pintando a su marido,1804,"Goya y Lucientes, Francisco de",Óleo,195,126,,"XII marqués de Villafranca y XVI duque de Medina Sidonia, Madrid, 1804; por herencia a Pedro Álvarez de Toledo y Palafox, XIII marqués de Villafranca y XVII duque de Medina Sidonia, ?1867; por herencia a su hijo, José Joaquín Álvarez de Toledo y Silva, XIV marqués de Villafranca y XVIII duque de Medina Sidonia; pasa a su hijo, dAlonso Álvarez de Toledo y Caro, XV marqués de los Vélez y XXVI conde de Niebla, quien lo legó (?1897) al Museo del Prado, en el que ingresó en 1926, a la muerte de su viuda, Trinidad Caballero y Muguiro, que lo tuvo en usufructo.",Lienzo
4356,P005257,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,1804,"Fabre, François-Xavier",Óleo,223,160,,Colección Real; Museo de Arte Moderno.,Lienzo
4357,P002547,Agricultura ,1804 - 1806,"Goya y Lucientes, Francisco de",Temple,227,60,,"Colección Manuel Godoy, Madrid, 1808. Quedó en el edificio, como parte de su decoración, cuando en 1807 pasó a ser sede del Consejo del Almirantazgo y, sucesivamente, de la Biblioteca Real, y de las Secretarías de Gracia y Justicia, Guerra, Marina y Hacienda. Ingresó en el Museo del Prado en 1932, depositado por el Ministerio de Marina, como intercambio con obras del Museo.",Lienzo
4358,P002450,Manuel Silvela y García Aragón,Hacia  1809,"Goya y Lucientes, Francisco de",Óleo,95,68,,"Vendido por Jorge Silvela, biznieto del retratado, al Ministerio de Instrucción Pública en 1931, con destino al Museo del Prado.",Lienzo
4359,P007070,La marquesa de Santa Cruz,1805,"Goya y Lucientes, Francisco de",Óleo,"124,7","207,7",,"En la colección de los marqueses de Santa Cruz, de quienes pasó a su hijo, el conde de Pie de la Concha. Colección Félix Fernández Valdés, Bilbao 1941-1983. En 1983, adquirido a los herederos y exportado ilegalmente. En 1985, intento de venta en subasta por su propietario, lord Winborne (Christie's, Londres). 1986, juicio favorable al Estado español, por el que se interrumpe la subasta y se compensa a su propietario, con una amplia colaboración social. Ingresa en el Museo del Prado en abril de 1986.",Lienzo sin forrar
4360,P007735,Mateo,1805,"López Portaña, Vicente",Óleo,187,118,,"Adquisición a Alvargonzález S. A., Barcelona, 1999.",Lienzo
4361,P002827,Interior de San Pedro de Roma,1805,"Bombelli, Pietro Leone",Óleo,148,190,,"Legado Mariano Lanuza y Fernández, 1940",Lienzo
4362,P002497,Cuatro Estaciones,1805 - 1806,"Maella, Mariano Salvador",Óleo,144,77,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_cdae71f9-088a-44d0-811a-faf6b4c2a68b_2a448866-2eff-419f-a622-849983c238b9"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Serie Cuatro Estaciones, Maella</dd>","Colección Real (Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 205).",Lienzo
4363,P002498,El Verano,1805 - 1806,"Maella, Mariano Salvador",Óleo,144,80,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_e590994c-df1e-4e3b-a425-90d51fb9b673_a37e35dc-f8e8-4906-bae6-b37a9df06d7a"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Serie Cuatro Estaciones, Maella</dd>","Colección Real (Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 206).",Lienzo
4364,P002499,Sátiro en reposo,1805 - 1806,"Maella, Mariano Salvador",Óleo,144,74,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_c6aa5a0b-45f1-404d-98b3-8afef67d5123_64e990e1-463c-4910-b526-e637327148b4"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Serie Cuatro Estaciones, Maella</dd>","Colección Real (Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 207).",Lienzo
4365,P002500,El Invierno,1805 - 1806,"Maella, Mariano Salvador",Óleo,143,85,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_e20ab84c-ef81-4287-bc72-802b421757d3_cb70ac25-219a-4d2c-ac71-73096ae4d27e"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Serie Cuatro Estaciones, Maella</dd>","Colección Real (Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 208).",Lienzo
4366,P003076,"El Pintor Zacarias Gonzalez Velazquez (1763-1834). Aproximación al Estudio de su vida y su obra,",Hacia  1810,"González Velázquez, Zacarías",Óleo,45,35,,"Adquirido a Antonio Pons, 1964.",Lienzo
4367,P003555,"María Luisa de Borbón, reina de Etruria",Hacia  1810,Anónimo,Óleo,27,22,,Colección Real; Museo de Arte Moderno.,Tabla
4368,P002904,Pelayo -,1806,"Ribelles y Helip, José",Óleo,66,"50,5","<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_82ed3c44-977c-4d77-9b81-65775f838955_6de42baa-768e-4c37-bfd8-3d588d1b6c97"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Donación de Manuel José Quintana y Teresa Gómez y Rivas, sobrinos del escritor, 1880; Museo Iconográfico, 1880.",Lienzo
4369,P006917,Bodegón,1806,"Montalvo, Bartolomé",Óleo,"50,8","69,85",,Colección Real; Museo de Arte Moderno,Tabla
4370,P000734,Otelo,1807,"Goya y Lucientes, Francisco de",Óleo,72,59,,"Madrid, Ministerio de la Gobernación, 1868; Museo de la Trinidad, 1872; ingresó en el Museo del Prado en 1872.",Lienzo
4371,P004469,La muerte de Viriato,1807,"Madrazo y Agudo, José de",Óleo,307,462,,"Colección Real; Real Museo, Galería de Artistas Contemporáneos, 1819; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, hasta 1971",Lienzo
4372,P007957,"Desnudo masculino con el brazo izquierdo en cruz y el derecho en alto, sujetando un palo",Hacia  1812,"Madrazo y Agudo, José de",Óleo,37,"25,5",,"Colección de la familia Madrazo (Luis de Madrazo); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Lienzo
4373,P008246,"Josefa Tudó con sus hijos Manuel y Luis Godoy, en un jardín",Hacia  1812,"Madrazo y Agudo, José de",Óleo,20,16,,"Colección particular; Adquirida por el Estado en la Sala Retiro, 2016",Tabla
4374,P005138,Santa Cecilia,1808,"Desbordes, Constant-Joseph",Óleo,165,105,,Colección Real,Lienzo
4375,P000751,Un pavo muerto,1808 - 1812,"Goya y Lucientes, Francisco de",Óleo,45,62,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_25ec860a-102e-4c85-9aa3-551389673ae5_354bb833-69cc-4a63-8a05-99aef577ade2"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Bodegones, (2)</dd>","Francisco de Goya, Madrid; Francisco Javier de Goya, después de 1812. Adquirido por Francisco Javier de Mariategui y Sola, ca.1838. Por herencia, a María de la Concepción de Mariategui, esposa de Mariano Goya, 1845. Vendido por Mariano Goya a Francisco Antonio Narváez y Bordese, conde de Yumuri, como pago de un préstamo, 1851. Por herencia a Francisco Antonio Narváez y Larrinaga, conde de Yumuri, 1866-1877. Manuel Vidal Ramón, Barcelona, 2-V-1879. Rafael García Palencia, Madrid, 27-XII-1898. Adquirido por el Ministerio de Fomento, con destino al Museo del Prado, en 20-III-1900.",Lienzo
4376,P000752,Aves muertas,1808 - 1812,"Goya y Lucientes, Francisco de",Óleo,"45,5","62,5","<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_495933e3-c326-442f-a197-3f55925450a7_b7e54c9c-95df-4a84-90be-190aaf0d6206"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Bodegones, (1)</dd>","Francisco de Goya, Madrid, 1808-1812. Por herencia a Francisco Javier de Goya, 1812. Francisco Javier de Mariategui y Sola, ca. 1838. Por herencia, a María de la Concepción de Mariategui, esposa de Mariano Goya, 1845. Vendido por Mariano Goya a Francisco Antonio Narváez y Bordese, conde de Yumuri, como pago de un préstamo, 1851. Por herencia a Francisco Antonio Narváez y Larrinaga, conde de Yumuri, 1866-1877. Manuel Vidal Ramón, Barcelona, 2-V-1879. Rafael García Palencia, Madrid, 27-XII-1898. Adquirido por el Ministerio de Fomento, con destino al Museo del Prado, en 20-III-1900.",Lienzo
4377,P002876,El retrato español en el Prado. De Goya a Sorolla,Hacia  1813,"Esteve y Marqués, Agustín",Óleo,128,89,,"Condesa de Goyeneche, Madrid; familia del retratado hasta 1944; legado por Valentín Menéndez y San Juan, conde de la Cimera, al Museo del Prado, 1944.",Lienzo
4378,P007944,Sócrates enseñando,Hacia  1813,"Aparicio e Inglada, José",Óleo,56,73,,"Adquirido en Alcalá Subastas por el Museo del Prado, 2006",Lienzo
4379,P008026,Memoria de Actividades.,Hacia  1813,"Madrazo y Agudo, José de",Óleo,200,130,,"Colección Sruyck-Dulongval; Adquisición, 2009",Lienzo
4380,P007977,La Felicidad Eterna (boceto),Hacia  1813,"Madrazo y Agudo, José de",Óleo,64,55,,"Colección de la familia Madrazo (Luis de Madrazo); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Lienzo
4381,P002785,Boletín,Después de  1808,"Goya y Lucientes, Francisco de",Óleo,116,105,,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Lienzo
4382,P002550,"Fernando VII, rey de España",Hacia  1814,"Collins, William",Óleo,126,101,,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889; Museo Nacional de Pintura y Escultura (Museo del Prado), 1889-1896; Museo de Arte Moderno, 1896-1971",Lienzo
4383,P003693,Francisco Rovira,Hacia  1814,Anónimo,Óleo,82,65,,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",Lienzo
4384,P007022,"Fernando VII, con uniforme de capitán general",Hacia  1814,"López Portaña, Vicente",Óleo,"107,5","82,5",,Ministerio de Justicia,Lienzo
4385,P008286,Memoria de Actividades 2018,1810; 1813,"Aparicio e Inglada, José",Óleo,"105,5","85,6",,"Subasta Palazzo Dal Pozzo, Christie’s, Milán, 1998; mercado del arte, Florencia; Galleria Carlo Virgilio & C., Roma, 2015; adquirido con fondos del legado de Carmen Sánchez García, 2018",Lienzo
4386,P007853,San Juan Bautista niño en el desierto,1810 - 1812,"Goya y Lucientes, Francisco de",Óleo,112,82,,"Madrid, 1812, registrado con el número 20 en el  Inventario de los bienes de Goya, que pasaron a su hijo Javier Goya. París, colección Pereire, venta Hôtel Drouot, 30.1.1868. París, hasta 1872 (?), Étienne Arago. Londres, 2000, Galería Luca Baroni. Adquirido por el Estado como dación en pago de impuestos de Caja Madrid, 2003.",Lienzo
4387,P007492,Autorretrato ,1810 - 1813,"González Velázquez, Zacarías",Óleo,59,46,,"Heredado por la familia del autor, uno de cuyos miembros, Soledad Nogueira Velázquez, lo depositó en el Museo Romántico de Madrid, 1960-1972; vendido en subasta pública y adquirido con destino al Museo del Prado, 1990.",Lienzo
4388,P000866,Vicente López (1772-1850:) II Catálogo Razonado,Hacia  1815,"López Portaña, Vicente",Óleo,70,59,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_448e96ea-9e59-4bea-82e6-466ed18e4b5f_d3c2bc75-017e-4240-a872-67197b849e07"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Proyecto de Sala de Retratos de los Reyes de la Casa de Austria y Borbón, Real Museo</dd>","Colección Real (Palacio Real, Madrid); Museo Iconográfico, 1847; Museo de Arte Moderno.",Lienzo
4389,P000868,Vicente López (1772-1850:) II Catálogo Razonado,Hacia  1815,"López Portaña, Vicente",Óleo,70,59,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_417c6ede-6fab-4360-aafc-9f40e6690138_0c50da39-3ca4-43f1-9dad-bdbf03b1a52d"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Proyecto de Sala de Retratos de los Reyes de la Casa de Austria y Borbón, Real Museo</dd>","Colección Real (Palacio Real, Madrid); Museo Iconográfico, 1847; Museo de Arte Moderno.",Lienzo
4390,P003011,Dama de la familia Storer,1810 - 1820,"Lawrence, Thomas",Óleo,240,148,,"Adquisición a José Miguel Pérez Ortiz, 1959.",Lienzo
4391,P003308,"Retrato del famoso ''barba'' del Teatro del Príncipe, don Joaquín Caprara, estudiando el papel de Diego Láynez en la tragedia de ''El Cid''",Hacia  1815,"Ribelles y Helip, José",Óleo,85,61,,"Legado Ricardo Blanco Asenjo, 1897; Museo del Prado, 1897; Museo de Arte Moderno, 1897-1968.",Lienzo
4392,P003390,"Francisco Javier Castaños, I duque de Bailén",Hacia  1815,"Aparicio e Inglada, José",Óleo,64,57,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_89f3189d-e4b5-4f4f-adc0-5b154b824ee6_af3b09b1-d5e0-41c0-a825-79b72dab0ad1"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1877.",Lienzo
4393,P003403,Francisco Javier Venegas y Saavedra,Hacia  1815,"Aparicio e Inglada, José",Óleo,60,50,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_43b0a773-2d8e-4ca4-b891-d61f13b4632f_582ee4c2-60ed-4967-a5f4-93fdfa854820"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres, del Museo Iconográfico, 1877.",Lienzo
4394,P003439,"Francisco Javier Elío, capitán general de Valencia",Hacia  1815,"Parra Abril, Miguel",Óleo,108,80,,Colección Real,Lienzo
4395,P006535,Retrato de señora,Hacia  1815,"Esteve y Marqués, Agustín",Óleo,"76,5","58,5",,"Adquirido por el Estado español y adscrito al Museo de Arte </br>Moderno, 1948.",Lienzo
4396,P003402,"Pedro Agustín Girón, marqués de las Amarillas",Hacia  1815,"Aparicio e Inglada, José",Óleo,61,50,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_e5ffc7b1-3ad3-4fb4-b81c-98dd8d70f328_614f3352-df7e-43ea-9bc7-e70c952be4d0"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1877.",Lienzo
4397,P003404,Tomás Moreno Daoíz,Hacia  1815,"Aparicio e Inglada, José",Óleo,61,50,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_3ea56416-0bcf-40b4-9967-d98262a9cadc_50181c07-3c9b-4cd0-9c2b-c8db7c1a5431"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1877.",Lienzo
4398,P003405,Teodoro Reding de Biberegg,Hacia  1815,"Aparicio e Inglada, José",Óleo,64,58,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_63a703dd-0eab-44b5-826c-fa3ff86d3c6c_03f05186-7b9d-4d3f-950a-47bac08f780a"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1877.",Lienzo
4399,P007681,El general Teodoro Navarro,Hacia  1815,"Aparicio e Inglada, José",Óleo,62,52,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_ef13caae-82d7-472c-b7ce-0ae9ef8f42fe_b347d938-d774-4e31-8172-3c218d878038"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo y adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1877.",Lienzo
4400,P007682,Francisco Copons y Navia,Hacia  1815,"Aparicio e Inglada, José",Óleo,62,52,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_647e8015-b690-44f6-bb3f-a4724377734e_886060e3-2b5d-4d85-a718-3de680ba0606"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Museo Iconográfico, Galería de Españoles Ilustres</dd>","Encargo y adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1877.",Lienzo
4401,P006548,Vicente López (1772-1850:) II Catálogo Razonado,Hacia  1815,"López Portaña, Vicente",Óleo,25,"18,5",,"Junta Delegada del Tesoro Artístico, 1941. Museo de Arte Moderno.",Lienzo
4402,P006277,Didon. Énée racontant à Didon les malheurs de la ville de Troie,Hacia  1815,"Guerin, Pierre",Óleo,147,195,,"Legado por el autor a Alphonse Périn, 1832; donación de Félix Périn, hijo de Alphonse Périn, con destino al Museo del Prado, 1887; pasó al Museo de Arte Moderno, hasta 1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
4403,P005904,Andrés García Camba,Hacia  1815,Anónimo,Óleo,"103,8","81,8",,"Museo del Ultramar hasta 1908; Museo de Arte Moderno, 1908-1971",Lienzo
4404,P000869,María Isabel de Braganza,Hacia  1816,"López Portaña, Vicente",Óleo,70,59,"<dd about=""http://museodelprado.es/items/E22_Man-Made_Object_ef6e8429-55e1-4178-a742-7d50ef59e3cf_5de5af72-dfad-4b0f-98bf-d3a9e311be39"" property=""ecidoc:p46i_E78_p102_forms_part_of"">Proyecto de Sala de Retratos de los Reyes de la Casa de Austria y Borbón, Real Museo</dd>","Colección Real (Palacio Real, Madrid); Museo Iconográfico, 1847; Museo de Arte Moderno.",Lienzo
4405,P006549,Vicente López (1772-1850:) II Catálogo Razonado,Hacia  1816,"López Portaña, Vicente",Óleo,"64,2","44,8",,Colección Adanero; Colección Lafora; Museo de Arte Moderno (procedente de la Junta de Recuperación del Patrimonio Artístico Nacional),Lienzo
4406,P006951,"El amor Divino y el amor profano. (Alegoría moral). El genio de la virtud, sentado sobre una piedra inmediata a un roble, dirije su vista al cielo para ofrecerle el laurel de la victoria que acaba de conseguir sobre el amor mundano, el cual, despojado de sus armas, queda atado a un arbol.",1813,"Madrazo y Agudo, José de",Óleo,199,150,,Colección Real; Museo de Arte Moderno,Lienzo
4407,P000725,La carga de los mamelucos,1814,"Goya y Lucientes, Francisco de",Óleo,248,224,,"Pagado y recibido por Palafox en 1831, a Javier Goya, hijo del pintor. Legado al Museo del Prado por su hijo, don Francisco Palafox y Soler, II duque de Zaragoza, en su testamento, con la condición de que se expusiera en un lugar preferente. Ingresó en el Museo el 23 de febrero de 1884.",Lienzo
