,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
4464,P003295,José de Madrazo (1781-1859).,1821,"Madrazo y Agudo, José de",Óleo,353,"249,5","Colección Real; Museo de Arte Moderno, 1971",Lienzo
4465,P008305,Fernando VII a caballo (boceto),1821,"Madrazo y Agudo, José de",Óleo,"36,7","33,8","Enrique Traumann Hamburg, 1955; a su muerte, en 1963, su viuda, Irene Meske; a su muerte, en 1984, sus herederos; Alcalá Subastas, 20 de junio</br>de 2019, lote 931; adquirido y donado al Museo por Fernando Masaveu Herrero y Carolina Compostizo, 2019",Lienzo
4466,P006616,El Pintor Zacarias Gonzalez Velazquez (1763-1834). Aproximación al estudio de su vida y su obra,1822 - 1825,"González Velázquez, Zacarías",Óleo,"53,9",43,"Adquirido a Margarita Fernández con destino al Museo de Arte Moderno, 1924; Museo de Arte Moderno, 1924-1971.",Lienzo
4467,P002899,no la tenía que dar menos de una onza,Hacia  1827,"Goya y Lucientes, Francisco de",Óleo,74,68,"Leocadia Zorrilla, Burdeos. Juan Bautista de Muguiro e Iribarrern, Burdeos, 1830. Por herencia a su sobrino, Juan Bautista de Muguiro y Beruete, II conde de Muguiro, quien lo legó al Museo en 1892, manteniendo el usufructo su hijo, Fermín, III conde de Muguiro. Ingresó finalmente en el Museo del Prado a su muerte en 1945.",Lienzo
4468,P000867,Vicente López (1772-1850:) II Catálogo Razonado,Hacia  1828,"López Portaña, Vicente",Óleo,70,59,"Colección Real (Palacio Real, Madrid); Museo Iconográfico, 1847; Museo de Arte Moderno.",Lienzo
4469,P006247,Hércules y Anteo,Hacia  1828,"Tegeo Díaz, Rafael",Óleo,27,17,"Donación Luis Zuricalday y Vigo, 1893; Museo de Arte Moderno, 1896-1971; Museo del Prado, desde 1971",Lienzo
4470,P006956,La última comunión de San Jerónimo,Hacia  1829,"Tegeo Díaz, Rafael",Óleo,778,440,Colección Real,Lienzo
4471,P008372,María Isabel de Braganza como fundadora del Museo del Prado (boceto),Hacia  1829,"López Piquer, Bernardo",Óleo,"34,5","24,5","Donación de Enrique Gutiérrez de Calderón Gómez, 2021",Lienzo
4472,P003410,"Artistas pintados. Retratos de pintores y escultores del siglo XIX en el Museo del Prado,",Hacia  1830,"Cruz y Ríos, Luis de la",Óleo,60,50,"Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres del Museo Iconográfico, 1883",Lienzo
4473,P003922,Paisaje con ruina antigua,Hacia  1830,"Pérez Villaamil y Duguet, Genaro",Temple,50,123,"Colección Féliz López de Aragón; Adquisición, 1977",Lienzo
4474,P003923,Paisaje con puente,Hacia  1830,"Pérez Villaamil y Duguet, Genaro",Temple,51,123,"Colección Féliz López de Aragón; Adquisición, 1977",Lienzo
4475,P007605,Caballeros conversando en el café de Levante de Madrid,Hacia  1830,"Alenza y Nieto, Leonardo",Óleo,"67,5","112,5","Adquirido a Francisco Ucero Sánchez, 1991.",Lienzo
4476,P007606,Bebedores sentados a una mesa en el café de Levante de Madrid,Hacia  1830,"Alenza y Nieto, Leonardo",Óleo,"59,5",89,"Adquirido a Francisco Ucero Sánchez, 1991.",Lienzo
4477,P004081,Las griegas del columpio,Hacia  1830,"López San Román, Agapito",Óleo,50,68,"Nuevas Adquisiciones (legado Mª. Asunción Paluiche y Méndez, 1883); Museo de Arte Moderno, 1896-1971.",Lienzo
4478,P006547,Las griegas de los dados,Hacia  1830,"López San Román, Agapito",Óleo,51,65,"Legado de Asunción Paluiche y Méndez con destino al Museo del Prado, 1883; pasó al Museo de Arte Moderno, 1896-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
4479,P008235,María Isabel de Braganza como fundadora del Prado,Hacia  1830,"López Piquer, Bernardo",Óleo,"112,8","89,8","Gregorio Marañón, Madrid (?); Francisco Gutiérrez Galindo, Madrid, 1929; José Milicua, Barcelona, hasta su fallecimiento en 2013; herederos de José Milicua, Madrid; adquirido por el Estado en Alcalá Subastas, Madrid, con destino al Museo del Prado, 2016",Lienzo
4480,P003047,Escenas de toros,Después de  1825,Anónimo,Óleo,38,46,Donado por Tomás Harris en 1962.,Lienzo
4481,P000864,Lopez a su amigo Goya,1826,"López Portaña, Vicente",Óleo,94,78,Colección Real,Lienzo
4482,P003416,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,Hacia  1831,"López Portaña, Vicente",Óleo,85,68,"Adquisición de la Junta de Iconografía Nacional, para la Galería de Españoles Ilustres, del Museo Iconográfico, 1883.",Lienzo
4483,P002879,"Gonzalo de Vilches, luego I conde de Vilches",1827,"Carderera y Solano, Valentín",Óleo,75,63,"Legado Valentín Menéndez y San Juan, conde de la Cimera, 1944",Lienzo
4484,P002898,Juan Bautista de Muguiro,1827,"Goya y Lucientes, Francisco de",Óleo,103,85,"Juan Bautista de Muguiro e Iribarren, Burdeos, 1827. Madrid, por herencia a su sobrino, Juan Bautista de Muguiro y Beruete, II conde de Muguiro, quien lo legó al Museo en 1908, manteniendo el usufructo su hijo Fermín, III conde de Muguiro, sobrino nieto del retratado. Ingresó finalmente en el Museo del Prado, a su muerte, en 1945.",Lienzo sin forrar
4485,P004406,El general Urrutia,1827,"López Portaña, Vicente",Óleo,230,165,"Nuevas Adquisiciones (donación María Dionisia Vives y Zires, duquesa de Pastrana), 1887; Museo de Arte Moderno.",Lienzo
4486,P004680,Catálogo de las pinturas del siglo XIX,1827,"Tegeo Díaz, Rafael",Óleo,37,27,"Donación Luis Zuricalday y Vigo, 1893; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971, Museo del Prado, 1971",Lienzo
4487,P008204/001,Desembarco de Fernando VII en el Puerto de Santa María,1827,"Aparicio e Inglada, José",Óleo,81,55,Colección Real,Lienzo
4488,P008204/002,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,62,52,Colección Real,Lienzo
4489,P008204/003,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,56,41,Colección Real,Lienzo
4490,P008204/004,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,62,52,Colección Real,Lienzo
4491,P008204/005,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,43,30,Colección Real,Lienzo
4492,P008204/006,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,81,55,Colección Real,Lienzo
4493,P008204/007,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,47,30,Colección Real,Lienzo
4494,P008204/009,Desembarco de Fernando VII en el Puerto de Santa María (Cádiz),1827,"Aparicio e Inglada, José",Óleo,47,39,Colección Real,Lienzo
4495,P003804,modellino,1827 - 1828,"López Portaña, Vicente",Óleo,117,109,"Nuevas Adquisiciones (Pedro Bosch), 1879; Museo de Arte Moderno.",Lienzo
4496,P005975,El retrato español en el Prado. De Goya a Sorolla,Hacia  1832,"Tegeo Díaz, Rafael",Óleo,"54,5",40,"Colección duquesa de san Fernando de Quiroga, Madrid; legado Alejandro Soler Durán al Museo Nacional de Pintura y Escultura/Museo del Prado, 1899; Museo de Arte Moderno, 1899-1971; Museo del Prado, 1971.",Lienzo
4497,P006581,incipiente,Hacia  1832,"Tegeo Díaz, Rafael",Óleo,49,42,"Donación Luis Zuricalday y Vigo, 1893; Museo de Arte Moderno, 1896-1971; Museo del Prado, desde 1971",Lienzo
4498,P007115,"María Cristina de Borbón, con el hábito del Carmen",Hacia  1832,"López Portaña, Vicente",Óleo,78,63,"Dirección General de Aduanas, 1911",Lienzo
4499,P003003,Retrato de caballero,1828,"Gordon, Sir John Watson",Óleo,127,102,"Donación Manuel de Arpe y Retamino, 1958",Lienzo
4500,P004067,Fernando VII,1828,"Blanco, Carlos",Óleo,134,97,"Depósito de la Escuela de Veterinaria de la Universidad Central de Madrid, 1959",Lienzo
4501,P002560,Retrato de dama,Hacia  1833,"Fernández Cruzado, Joaquín Manuel",Óleo,87,79,"Legado de Daniel Carballo Prat, conde de la Pradère, 1933",Lienzo
4502,P002852,El siglo XIX en el Prado. Guías de la Colección,Hacia  1833,"Roberts, David",Óleo,40,48,"Adquisición, 1943",Tabla
4503,P007958,Manuel Damían Pérez,Hacia  1833,"Madrazo y Kuntz, Federico de",Óleo,"30,5","29,5","Colección de la familia Madrazo (Luis de Madrazo); por herencia a María Teresa Madrazo y Madrazo, 1897; Mario Daza Campos, 1940; hermanas Daza Juliá, 1943; adquirido a Juan José Daza del Castillo, 2006",Lienzo
4504,P004408,Vicente López (1772-1850:) II Catálogo Razonado,Después de  1828,"López Portaña, Vicente",Óleo,93,75,"Legado Antonia Rolland y Miota, condesa del Zenete, 1973.",Lienzo
4505,P000863,IB.,1829,"López Piquer, Bernardo",Óleo,258,174,Colección Real,Lienzo
4506,P007042,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,1829,"López Piquer, Luis",Óleo,"51,5","51,5","Madrid, Galería Vilches, 1952-1954; Londres, comercio, 1977; Madrid, comercio, 1985; Adquisición, 1985",Lienzo
4507,P007800,Pedro Ximénez de Haro,1829,"Mercar, Antonio",Óleo,73,62,"Adquisición, 1995",Lienzo
4508,P000865,a las tres potencias,1830,"López Portaña, Vicente",Óleo,96,74,"Colección Real (Palacio Real, Madrid; Real Museo, 1847); Museo de Arte Moderno.",Lienzo
4509,P004321,"José María Sánchez de Toca y Sáenz de Lobera, ayo y bibliotecario de los duques de Osuna",1830,Bosquetti,Óleo,31,27,"Legado de Mercedes Sánchez de Toca para el Museo de Arte Moderno, 1935; Museo Español de Arte Contemporáneo, 1968-1995",Lienzo
4510,P002812,Cecilia Santos,Hacia  1835,"López Piquer, Bernardo",Óleo,73,58,"Legado Cecilia Barinaga de la Loma, 1940",Lienzo
4511,P002851,"Vista de la fachada sur del Museo del Prado, desde el interior del Jardín Botánico",Hacia  1835,"Avrial y Flores, José María",Óleo,42,56,"Adquisición a Ramón Mesonero Romanos, 1941.",Lienzo
4512,P003302,"Isabel II, niña",Hacia  1835,"Ribera y Fieve, Carlos Luis de",Óleo,159,108,"Museo del Prado, 1872-1896; Museo de Arte Moderno, 1896-1971",Lienzo
4513,P004211,La Belleza Cautiva. Pequeños tesoros del Museo del Prado,Hacia  1835,"Alenza y Nieto, Leonardo",Óleo,22,"16,8","Adquirido a Juan Reforzo Membrives, 1974",Cartón
4514,P004205,El gallego de los muñecos polichinelas o Un guiñol ambulante,Hacia  1835,"Alenza y Nieto, Leonardo",Óleo,35,25,"Isidoro Llanos; Museo de Arte Moderno, 1971.",Lienzo
4515,P004206,La manola o Una manola y unos viejos,Hacia  1835,"Alenza y Nieto, Leonardo",Óleo,33,"24,5","Encargo de Isidoro Llanos Colón; Museo de Arte Moderno, 1971.",Lienzo
4516,P004207,Si quebró el cántaro,Hacia  1835,"Alenza y Nieto, Leonardo",Óleo,33,"24,5","Encargo de Isidoro Llanos Colón; Museo de Arte Moderno, 1971.",Lienzo
4517,P004208,En el garlito,Hacia  1835,"Alenza y Nieto, Leonardo",Óleo,32,"24,5","Encargo de Isidoro Llanos Colón; Museo de Arte Moderno, 1971.",Lienzo
4518,P007694,La duquesa de Frías vestida de manola,Hacia  1835,"Gutiérrez de la Vega y Bocanegra, José",Óleo,"171,5",105,"Adquirido a Josefa Martínez Bianco, 1995",Lienzo
4519,P007544,Vicente López (1772-1850:) II Catálogo Razonado,Hacia  1835,"López Portaña, Vicente",Óleo,156,108,"Ministerio de Hacienda, hasta 1931; Museo de Arte Moderno, 1931-1971.",Lienzo
4520,P005969,El peregrino,Hacia  1835,"López San Román, Agapito",Óleo,122,165,"Legado de Asunción Paluiche y Méndez con destino al Museo del Prado, 1883; pasó al Museo de Arte Moderno, 1897-1971; Museo Nacional Centro de Arte Reina Sofía, 2016",Lienzo
4521,P003729,"Marina (Castel dell'Ovo, en Nápoles)",Hacia  1835,Anónimo,Óleo,19,26,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",Cartón
4522,P003735,Vista del puerto de Nápoles,Hacia  1835,Anónimo,Óleo,19,26,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",Cartón
4523,P002981,"a las tres potencias, ",Hacia  1836,"López Portaña, Vicente",Óleo,109,86,"Legado por Enrique Puncel Bonet al Museo del Prado, 1953.",Lienzo
4524,P004296,Santiago Miranda,1832,"Esquivel y Suárez de Urbina, Antonio María",Óleo,"77,5",56,"Donación de Paz Miranda y Pascual, hija de la retratada, al Museo de Arte Moderno, 1913.",Lienzo
4525,P007722,"El retrato español en el Prado. De Goya a Sorolla,",1832,"Roldán y Martínez, José",Óleo,"175,5","247,5","Legado del IX marqués de Mirasol al Museo de Arte Moderno, 1954-1971; Museo del Prado, 1971",Lienzo
4526,P004298,Fernanda Pascual,1832 - 1836,"Esquivel y Suárez de Urbina, Antonio María",Óleo,"77,5",56,"Donación de Paz Miranda y Pascual, hija de la retratada, al Museo de Arte Moderno, 1913.",Lienzo
4527,P002853,El siglo XIX en el Prado. Guías de la Colección,1833,"Roberts, David",Óleo,39,48,"Adquisición, 1943.",Tabla
4528,P002901,"las tres potencias, ",1833,"López Portaña, Vicente",Óleo,146,196,"Donación de Margarita Calvache Arechaga al Museo del Prado, 1946.",Lienzo
4529,P003117,Carlos V y el furor,1833,"Kuntz y Valentini, Pedro",Óleo,147,102,"Depósito de la Capitanía General, 1966",Lienzo
4530,P004202,"En el medallón del Ático se ve figurado un bajo relieve, que representa un asunto alusivo a la celebridad del día; lo dibujó el joven Don Carlos Rivera (el mismo que obtuvo el primer premio de pintura en la última esposición) y está pintado por Don Julián Verdú",1833,"Martínez Salamanca y Costa, Francisco",Grisalla,273,1036,Colección Real (Real Gabinete Topográfico),Lienzo
4531,P008206,María Cristina de Borbón,1833,"Cruz y Ríos, Luis de la",Óleo,106,85,Colección Real,Lienzo
4532,P006786,San Francisco ante el papa Honorio III,1833,"Ferrant y Fischermans, Alejandro",Óleo,160,73,"Adquisición, 1885",Lienzo
4533,P008247,"Memoria de Actividades 2016,",1833,"Julia, S",Óleo,"46,5",38,"Subasta Artcurial, París, 21 junio 2010 (lote 106); Colección Pablo Jevenois Acillona; Donación Pablo de Jevenois Acillona, 2016",Lienzo
4534,P004031,Retrato de señora,Hacia  1838,"Tegeo Díaz, Rafael",Óleo,93,81,"Museo de Arte Moderno, 1971; Museo del Prado, 1971",Lienzo
4535,P004351,Retrato de señora,Hacia  1838,"Gutiérrez de la Vega y Bocanegra, José",Óleo,81,66,"Adquirido con destino al Museo de Arte Moderno, 1932",Lienzo
4536,P006708,La resurrección de la hija de Jairo,Hacia  1838,"Sáez García, Benito",Óleo,115,170,"Adquirido a Ana de la Calle, 1879; Museo de Arte Moderno, 1896-1971; Museo del Prado, 1971",Lienzo
4537,P003371,María Cristina de Borbón,1834,"Blanco, Carlos",Óleo,107,84,"Depósito de la Escuela de Veterinaria de la Universidad Central de Madrid, 1959",Lienzo
4538,P004304,Retrato de niña con rosas,1834,"Esquivel y Suárez de Urbina, Antonio María",Óleo,122,93,"Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4539,P004305,El retrato español en el Prado. De Goya a Sorolla,1834,"Esquivel y Suárez de Urbina, Antonio María",Óleo,62,"46,5","Adolfo de Samaniego y Valenzuela, conde de Torrejón, 1925; legado por la condesa de Torrejón al Museo de Arte Moderno, 1941.",Lienzo
4540,P004658,"Antonia Cabo, con su hermana y su hijo Mariano Barrio",Hacia  1839,"Tegeo Díaz, Rafael",Óleo,"111,5",82,"Adquirido a Guadalupe Barrio, 1941; Museo de Arte Moderno, 1941-1971; Museo del Prado, 1971",Lienzo
4541,P004662,Mariano Facundo Barrio García,Hacia  1839,"Tegeo Díaz, Rafael",Óleo,56,46,"Adquisición a Felisa Bellver Barrio para el Museo del Prado, 1972.",Lienzo
4542,P007806,poussinesco,1835,"Madrazo y Kuntz, Federico de",Óleo,"134,3","187,5","Colección María Paz Daguerre, 1867; Colección Isabel de Borbón y Esteban de León, marquesa de Balboa, 1994; donación de marquesa de Balboa, 2002",Lienzo
4543,P008307,Metamorfosis,1835,"Tegeo Díaz, Rafael",Óleo,"88,5",119,"Pedro de Alcántara Téllez Girón y Alfonso Pimentel, II principe de Anglona, IX marqués de Jabalquinto, 1850; a su hijo Pedro de Alcántara Téllez Girón y Fernández de Santillán, III príncipe de Anglona, luego XIII duque de Osuna; venta en París como procedente de la colección de los duques de Osuna, 12-VI-1992; William B. Jordan, Dallas, E.E.U.U., 2018 ;Legado de William Bryan Jordan al Museo del Prado, 2019",Lienzo
4544,P008065,España Artística y Monumental,1835 - 1839,"Pérez Villaamil y Duguet, Genaro",Óleo,"172,5",182,"Colección George William Villiers, 1839; herederos de Villiers; Adquisición, 2011",Papel
4545,P002887,"Gonzalo de Vilches, I conde de Vilches (¿?)",1835 - 1840,"Phillip, John",Óleo,75,64,"Legado Valentín Menéndez y San Juan, conde de la Cimera, 1944; Museo del Prado; Museo de Arte Moderno",Lienzo
4546,P007388,Corrida de toros,1835 - 1840,Anónimo,Óleo,43,52,"Legado de Luis de Castro y Solís con destino al Museo de Arte Moderno, 1926; Museo de Arte Moderno, 1926-1971; Museo del Prado, 1971",Lienzo
4547,P003309,Retrato de una niña a la moda del siglo XVII,Hacia  1840,"Alenza y Nieto, Leonardo",Óleo,111,72,"Legado Rosa Rodríguez Vaamonde de Fuente Alcázar, 1898; Museo de Arte Moderno, 1971.",Lienzo
4548,P003310,Retrato de un niño a la moda del siglo XVII,Hacia  1840,"Alenza y Nieto, Leonardo",Óleo,111,73,"Legado de Rosa Rodríguez Vaamonde de Fuente Alcázar, 1898; Museo de Arte Moderno, 1971.",Lienzo
4549,P004209,"Un veterano narrando sus aventuras en la puerta de una hostería a un grupo de aldeanos, o El charlatán",Hacia  1840,"Alenza y Nieto, Leonardo",Óleo,48,59,"Adquirido a Eustaquio Igualada, 1883; Museo de Arte Moderno, 1971.",Lienzo
4550,P004333,Juan Navarro de Palencia Rojas,Hacia  1840,"Galofre y Coma, José",Óleo,42,31,"Donación al Museo de Arte Moderno, 1913; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4551,P004444,Don Quijote pronunciando el discurso de la Edad de Oro delante de los cabreros,Hacia  1840,Anónimo,Óleo,66,85,Donación Birger al Museo de Arte Moderno,Lienzo
4552,P004470,"una de las mejores colecciones de obras de arte,",Hacia  1840,"Madrazo y Agudo, José de",Óleo,"73,5",56,"Colección Mercedes de Madrazo y Rosales, 1923; Museo de Arte Moderno, 1923-1968; Museo Español de Arte Contemporáneo, 1968-1971",Cartón
4553,P007061,Tránsito de Moisés,Hacia  1840,"Espalter y Rull, Joaquín",Óleo,131,"187,3","Adquirida a Vicenta Bartolomé, viuda del artista, 1880; Museo de Arte Moderno, 1971",Lienzo
4554,P007704,La Dolorosa,Hacia  1840,"Peyret Alcañiz, José",Óleo,70,52,"Legado de María Luisa Peyret y Bosque, 1912; Museo de Arte Moderno, 1912-1971",Lienzo
4555,P007547,"Joaquín Espalter en Italia, ",Hacia  1840,"Espalter y Rull, Joaquín",Óleo,39,26,"Nuevas Adquisiciones (adquisición a Vicenta Bartolomé, viuda de Joaquín Espalter), 1890; Museo del Prado 1890-1896; Museo de Arte Moderno, 1896-1971.",Lienzo
4556,P005754,El coronel Joaquín Márquez de Prado,Hacia  1840,Anónimo,Óleo,72,56,"Legado Soledad Márquez, con destino al Museo de la Trinidad, 1866; Museo Nacional de Pintura y Escultura (Museo del Prado), 1872-1896; Museo de Arte Moderno, 1896-1971; Museo del Prado, desde 1971.",Lienzo
4557,P006577,"El marqués de la Motilla y el conde del Águila, a caballo",Hacia  1840,"Roldán y Martínez, José",Óleo,84,118,"Museo de Arte Moderno, 1937-1971; Museo del Prado, 1971",Lienzo
4558,P003700,Paisaje con ruinas,Hacia  1840,"Villegas, Francisco",Óleo,23,28,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",Lienzo
4559,P003841,Paisaje,Hacia  1840,"Villegas, Francisco",Óleo,23,28,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889; Museo Nacional de Pintura y Escultura (Museo del Prado), 1889-1896; Museo de Arte Moderno, 1896-1971",Lienzo
4560,P004660,Los duques de San Fernando de Quiroga,1836,"Weiss, Rosario",Óleo,"52,5","39,5","Legado por Alejandro Soler Durán al Museo Nacional de Pintura y Escultura, 1899; Museo de Arte Moderno, 1942-1971; Museo del Prado, 1971",Lienzo
4561,P006994,espagnolade.,1837,"Pérez Villaamil y Duguet, Genaro",Óleo,91,115,"Colección Carlos González Bueno, 1954; Adquisición, 1984",Lienzo
4562,P004302,"El siglo XIX en el Prado,",Hacia  1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,"139,3","104,5","Donación de Manuel Flores Calderón al Museo de Arte Moderno, 1911",Lienzo
4563,P004301,Manuel Flores Calderón,Hacia  1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,138,105,"Donación de Manuel Flores Calderón al Museo de Arte Moderno, 1911",Lienzo
4564,P007991,Los poetas contemporáneos. Una lectura de Zorrilla en el estudio del pintor,Hacia  1842,"Esquivel y Suárez de Urbina, Antonio María",Óleo,"72,7","56,2","Colección del conde de Adanero, Madrid, c. 1860; adquirido a Caylus Anticuario, Madrid, 2008",Lienzo
4565,P004204,"Catálogo de las Pinturas del Siglo XIX,",Hacia  1842,"Alenza y Nieto, Leonardo",Óleo,67,54,"Nuevas adquisiciones (adquirido a Vicente Poleró), 1876; Museo de Arte Moderno, 1971.",Lienzo
4566,P002559,Pintura del Siglo XIX en el Museo del Prado: Catálogo General,1838,"Esquivel y Suárez de Urbina, Antonio María",Óleo,124,95,"Legado de Daniel Carballo Prat, conde de la Pradère, al Museo del Prado, 1933",Lienzo
4567,P006160,Interior de la Mezquita de Córdoba,1838,"Roberts, David",Óleo,138,93,"Colección particular, Sevilla; adquisición a Berkowitsch Subastas de Arte, Madrid, 1981.",Lienzo
4568,P007538,Retrato de niña,1838,"Esquivel y Suárez de Urbina, Antonio María",Óleo,72,56,"Museo de Arte Moderno, 1902-1971",Lienzo
4569,P003913,Caín y su familia después de la maldición divina,1838,"Revilla Gironza, José de la",Óleo,133,105,"Donación de Manuel Revilla Moreno, hijo del autor, 1873; Museo del Prado, 1873-1896; Museo de Arte Moderno, 1896-1971.",Lienzo
4570,P004203,el retrato de un joven cuya personalidad no me es aún conocida.,Hacia  1843,"Alenza y Nieto, Leonardo",Óleo,57,46,"Adquirido a José Laguna Pérez, 1887; Museo de Arte Moderno, 1971.",Lienzo
4571,P004442,Pareja de majos sentados,Hacia  1843,"Lucas Velázquez, Eugenio",Óleo,30,20,"Donación de Juan Vitorica Casuso al Museo de Arte Moderno, 1968.",Tabla
4572,P004458,Godofredo de Bouillon proclamado rey de Jerusalén,1839,"Madrazo y Kuntz, Federico de",Óleo,55,45,"Donación de Julia Perea y Rojas, 1912; Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",Lienzo
4573,P007799,formar un cuerpo un poco compacto,1839,"Madrazo y Kuntz, Federico de",Óleo,92,73,"Colección Juan Antonio de Ribera; Colección Félix Boix; Colección particular, Madrid; Adquisición, 2002",Lienzo
4574,P007807,Sagrada Familia,1839,"Madrazo y Agudo, José de",Óleo,107,"83,5","Colección Marquesa de Balboa, 1955; Donación de Isabel de Borbón y Esteban de León, 2002",Lienzo
4575,P004178,Retrato de señora,1839,"Gutiérrez de la Vega y Bocanegra, José",Óleo,88,71,"Adquirido para el Museo de Arte Moderno, 1931; pasó al Museo del Prado, 1971",Lienzo
4576,P003304,La miniaturista Teresa Nicolau Parody,Hacia  1844,"López Portaña, Vicente",Óleo,65,65,"Adquisición, 1876; Museo de Arte Moderno",Lienzo
4577,P005515,Serie Cronológica de los Reyes de España,Hacia  1844,"Lozano Sirgo, Isidoro Santos",Óleo,224,149,Museo de Arte Moderno,Lienzo
4578,P007558,Alegoría del Antiguo Testamento,Hacia  1844,"Gutiérrez de la Vega y Bocanegra, José",Óleo,154,93,"Antonio Méndez Casal, Madrid; enviado al Museo de Arte Moderno por la Comisaría General del Servicio de Defensa y Recuperación del Patrimonio Artístico Nacional, 1942; Museo de Arte Moderno, 1941-1971",Lienzo
4579,P004210,"Ese cuadro representa un sacerdote que va a administrar el santo viático, sin duda a algún pobre, según las pocas luces que lleva, y la clase de personas que le acompañan. Toque libre y fácil, que es la manera peculiar del autor, suma verdad en los caracteres y en los personages, y agradable efecto de claro-oscuro por el gusto y tono vigoroso de Rembrandt",1840,"Alenza y Nieto, Leonardo",Óleo,77,"63,5",Museo de Arte Moderno (Donación Luis Ardanaz y Mariátegui en 12-03-1931); anteriormente Colección Luis Ardanaz y Mariátegui (por herencia familiar); colección Francisco Javier de Mariátegui.,Lienzo
4580,P007569,"""",1840,"Esquivel y Suárez de Urbina, Antonio María",Óleo,275,205,"Pintado para el Liceo, Madrid; Pedro Reales, auditor del Supremo Tribunal de Rota, 1858; Gregorio Campero y Jordán, 1880; Adquisición a Durán Subastas de Arte, Madrid, 1991",Lienzo
4581,P008376,Retrato del escultor José Siro Pérez,1840,"Ribera y Fieve, Carlos Luis de",Óleo,"100,1","81,2","Donación de la Fundación María Cristina Masaveu Paterson, 2021",Lienzo
4582,P005513,San Hermenegildo,1840 - 1842,"Amador de los Ríos, José",Óleo,107,88,"Nuevas adquisiciones (adquirido a Rodrigo Amador de los Ríos), 1903; Museo de Arte Moderno",Lienzo
4583,P004132,Marina,1840 - 1845 (Hacia),"Brugada Vila, Antonio de",Óleo,100,152,"Nuevas Adquisiciones Museo de la Trinidad, 1861; Museo Nacional de Pintura y Escultura (Museo del Prado), 1872-1896; Museo de Arte Moderno, 1896-1971",Lienzo
4584,P002558,Maestros de la pintura valenciana del siglo XIX en el Museo del Prado,Hacia  1845,"López Portaña, Vicente",Óleo,104,84,"Legado de Daniel Carballo Prat, conde de la Pradère, 1933",Lienzo
4585,P002848,Dama con abanico,Hacia  1845,"Gutiérrez de la Vega y Bocanegra, José",Óleo,"112,5","86,5","Adscrita al Museo del Prado (procedente de la Comisaría General del Patrimonio Artístico Nacional), 1942",Lienzo
4586,P004608,Neptuno,Hacia  1845,"Romero y López, José María",Óleo,83,62,"Donado por Inés Santaló, viuda de San Juan, al Museo de Arte Moderno, 1954-1971; Museo del Prado, 1971.",Lienzo
4587,P004607,Manual del cabo de cañón: brevísimas nociones de artillería teórica y material reglamentaria de nuestra armada,Hacia  1845,"Romero y López, José María",Óleo,82,"62,5","Donado por Inés Santaló, viuda de San Juan, al Museo de Arte Moderno, 1954-1971; Museo del Prado, 1971.",Lienzo
4588,P007941,"El bodegón español en el Prado. De Van der Hamen a Goya,",Hacia  1845,"Parra Abril, Miguel",Óleo,38,52,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
4589,P002831,Retrato de caballero,1841,"Rosales, Francisco",Óleo,72,59,"Adquisición, 1941 Museo del Prado",Lienzo
4590,P006049,Marina. Naufragio de un galeón,1841,"Brugada Vila, Antonio de",Óleo,88,125,"Colección del conde de Adanero, Madrid; Ministerio del Interior, 1988",Lienzo
4591,P005971,Una vista del claustro de la inclusa de Toledo,1841,"Pizarro y Librado, Cecilio",Óleo,85,65,"Adquirido a Rufina Pizarro, hermana del autor, 1886; Museo del Prado, 1886-1897;  Museo de Arte Moderno, 1897-1968.",Lienzo
4592,P000870,llorón,1842,"López Portaña, Vicente",Óleo,107,"88,5","Legado de Matilde Zengotita Bengoa, hija del retratado, al Museo del Prado, 1904.",Lienzo
