,ID,,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
3337,P002104,45,Desembarco De Un Cortejo En Un Puerto Fluvial,1688,"Minderhout, Hendrik van",Óleo,70,167,"Colección Real (Palacio de Aranjuez, Madrid, pieza de camaristas, 1818, nº 5).",Lienzo
3338,P002105,45,Desembarco De Un Cortejo En Un Puerto Fluvial,1688,"Minderhout, Hendrik van",Óleo,70,167,"Colección Real (Palacio de Aranjuez, Madrid, pieza de camaristas, 1818, nº 5).",Lienzo
3339,P002289,17,San Juan Bautista,1688,"Mignard, Pierre",Óleo,147,109,"Colección Real (regalado por el duque de Orléans a Carlos II, 1688; colección Mariana de Neoburgo, 1701-1740; Palacio de La Granja de San Ildefonso, Segovia, 1741; col. Isabel Farnesio, La Granja, pieza de la chimenea junto al tocador, 1746, nº 684; La Granja, pieza cuadrada inmediata al dormitorio, 1766, nº 684; La Granja, 1794, nº 684; La Granja, 1814-1818, nº 684).",Lienzo
3340,P005137,9,La Eneida,1688,"Giordano, Luca",Óleo,222,180,"Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, pieza de estado de señoras de honor, 1701, s.n.; La Zarzuela, pieza quinta, 1747, nº 69; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 952; Palacio Real Nuevo, Madrid, pieza amarilla a la izquierda, 1794, nº 952).",Lienzo
3341,P002761,29,Retrato Ecuestre De Felipe Iv,Hacia  1693,Anónimo,Óleo,68,54,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Lienzo
3342,P000197,9,Carlos Ii,Hacia  1693,"Giordano, Luca",Óleo,81,61,"Colección Real (Real Alcázar, Madrid, obrador de los pintores de cámara, 1694; Real Alcázar, Madrid, obrador de los pintores de cámara, 1704; Casa del marqués de Bedmar, Madrid, 1734; Palacio Real Nuevo, Madrid, tercera pieza de la Furriera, 1747, nº 193; Palacio del Buen Retiro, Madrid, cuarto del príncipe, 1772, nº 193; Palacio Real Nuevo, Madrid, cuarto del infante don Pedro, 1794, nº 193; Palacio Real, Madrid, cuarto del infante don Pedro, 1811, nº 193; Palacio Real, Madrid, dormitorio de príncipes-pieza octava, 1814-1818, nº 193).",Lienzo
3343,P003158,17,Retrato De Señora,1689,"Dubois, Simon",Óleo,76,64,"Adquisición, 1970",Lienzo
3344,P006396,35,Guirnalda De Flores Con San Antonio,1689 - 1691,"Pérez, Bartolomé",Óleo,54,44,"Colección Real (Real Alcázar, Madrid; Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 818; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº ¿688?).",Tabla
3345,P006397,35,Guirnalda De Flores Con San Antonio,1689 - 1691,"Pérez, Bartolomé",Óleo,54,44,"Colección Real (Real Alcázar, Madrid; Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 818; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº ¿689?).",Tabla
3346,P000992,46,"Al Padre Cauanillas Relijioso Lego De San Jil,",1689 - 1693,"Coello, Claudio",Óleo,76,62,"Colección Real (colección Mariana de Neoburgo; Palacio de La Granja de San Ildefonso, Segovia, 1741; colección Isabel de Farnesio, La Granja, retrete cuarto que sale a la pieza donde estuvo la escalera de mármol, 1746, nº 810; La Granja, dormitorio de sus altezas, 1766, nº 810; Palacio de Aranjuez, Madrid, pieza del oratorio y otras sueltas, 1794, nº 810; Palacio Real, Madrid, 1814-1818, nº 810).",Lienzo
3347,P001235,29,Dos Niños Jugando A Los Dados,Hacia  1694,"Núñez de Villavicencio, Pedro",Óleo,238,207,"Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, cuarto de su majestad, 1701, s.n.; La Zarzuela, pieza quinta, 1747, nº 51; Palacio Real Nuevo, Madrid, antecámara de la princesa, 1772, nº 974; Palacio Real Nuevo, Madrid, antecámara 2ª, 1794, nº 574; Palacio Real, Madrid, antecámara de la reina, 1814-1818, nº 574).",Lienzo
3348,P003939,25,Niños Jugando A Los Dados,Hacia  1694,"Giordano, Luca",Óleo,"238,5",208,"Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, cuarto de su majestad, 1701, s.n.; La Zarzuela, pieza quinta, 1747, nº 50; Palacio Real Nuevo, Madrid, antecámara de la princesa, 1772, nº 975; Palacio Real Nuevo, Madrid, antecámara 2ª, 1794, nº 975; Palacio Real, Madrid, antecámara de la reina, 1814-1818, nº 975).",Lienzo
3349,P006172,34,Retrato De Isabel De Farnesio Niña,Hacia  1694,Anónimo,Óleo,118,88,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 835)",Lienzo
3350,P005149,40,"Jaime Luis Sobiesky, Príncipe De Polonia",Hacia  1694,"Douven, Jan Frans van",Óleo,102,92,"Colección Real (Furriera del Rey-Casas arzobispales, Madrid, primera alcoba, 1747, nº 310; Palacio del Buen Retiro, Madrid, galería del mediodía, 1772, nº 310).",Lienzo
3351,P005209,36,Retrato De Jacobo Francisco Estuardo,Hacia  1694,"Mignard, Pierre",Óleo,93,70,"Colección Real (Furriera del Rey-Casas arzobispales, Madrid, salón principal, 1747, nº 282; Palacio del Buen Retiro, Madrid, galería del mediodía, 1772, nº 282; Buen Retiro, 1794, nº 933).",Lienzo
3352,P003655,44,Guirnalda de flores con San Antonio de Padua,Después de  1689,"Pérez, Bartolomé",Óleo,65,84,"Donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889",Lienzo
3353,P007929,12,Horror Vacui,1690 - 1694,"Corte, Gabriel de la",Óleo,61,81,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
3354,P003884,65,"Retrato De María Isabel De Austria, Hija Del Emperador Leopoldo I",Hacia  1695,Anónimo,Óleo,211,129,Museo de la Trinidad,Lienzo
3355,P006192,60,"Retrato De Mariana De Austria, Hija Del Emperador Leopoldo I",Hacia  1695,Anónimo,Óleo,"201,5",112,Museo de la Trinidad,Lienzo
3356,P003968,56,El Arte Del Poder. La Real Armería Y El Retrato De Corte,1691,"Parla, Juan de",Óleo,264,277,"Iglesia del convento de los Mínimos, Madrid; Museo de la Trinidad.",Lienzo
3357,P005112,47,San Francisco De Paula Curando A Un Endemoniado,1691,"Ribera, Juan Vicente de",Óleo,265,272,"Madrid, Convento de Nuestra Señora de la Victoria, de mínimos de San Francisco de Paula, capilla de Nuestra Señora de la Soledad; Museo de la Trinidad.",Lienzo
3358,P005116,50,San Francisco De Paula Con Un Crucifijo En La Mano,1691,"Ribera, Juan Vicente de",Óleo,265,272,Museo de la Trinidad,Lienzo
3359,P005442,44,Esaú Y Jacob (El Cambio De La Primogenitura),Hacia  1696,"Giordano, Luca",Óleo,"97,5","182,5","Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, pieza de estado de señoras de honor, 1701, s.n.; La Zarzuela, pieza tercera, 1747, nº 57; Palacio Real Nuevo, Madrid, primera pieza-cuarto nuevo de la serenísima infanta, 1772, nº 953; Palacio Real Nuevo, Madrid, pieza de tocador, 1794, nº 953; Palacio Real, Madrid, pieza siguiente a la del servicio de damas, 1811; Palacio Real, Madrid, pieza encarnada, 1814-1818, nº 953).",Lienzo
3360,P005452,43,Esaú Y Jacob (El Cambio De La Primogenitura,Hacia  1696,"Giordano, Luca",Óleo,97,195,"Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, cuarto de camarera, 1701, s.n.; La Zarzuela, pieza tercera, 1747, nº 28; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 954; Palacio Real Nuevo, Madrid, antecámara de la reina, 1794, nº 954; ¿Palacio Real, Madrid, pieza de damas, 1814-1818, s.n.?)",Lienzo
3361,P000184,22,Batalla De San Quintín,1692 - 1693,"Giordano, Luca",Óleo,53,168,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, nº 914; Palacio del Buen Retiro, Madrid, tribuna de Atocha, 1790, nº 1129; Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 1129)",Lienzo
3362,P000185,59,Rendición Del Ejército Francés En La Batalla De San Quintín,1692 - 1693,"Giordano, Luca",Óleo,51,167,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, nº 916; Palacio del Buen Retiro, Madrid, tribuna de Atocha, 1794, nº 1127; Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 1127).",Lienzo
3363,P003235,17,Armida Y Reinaldo,Hacia  1697,"Giordano, Luca",Óleo,221,124,"Colección Real (¿Palacio del Buen Retiro, Madrid?; Palacio Real Nuevo, Madrid, estudio del pintor de cámara Andrés de la Calleja, 1772, nº 938; Palacio Real, Madrid, Casa de Rebeque-estudio del primer pintor de cámara, 1814-1818, nº 938).",Lienzo
3364,P003276,20,El Sueño De San José,Hacia  1697,"Palomino y Velasco, Acisclo Antonio",Óleo,159,103,"Iglesia del Convento de la Trinidad, de trinitarios calzados, Madrid; Museo de la Trinidad",Lienzo
3365,P007887,13,"Omnibus Unus,",Hacia  1697,"Giordano, Luca",Pintura al fresco,1400,2100,Colección Real (Bóveda del antiguo Salón de Embajadores del palacio del Buen Retiro).,Revestimiento mural
3366,P000167,14,Sueño De Jacob,Hacia  1697,"Giordano, Luca",Óleo,62,48,"Colección Real (Colección Mariana de Neoburgo, Alcázar, Toledo; convento de monjas bernardas de N. S. de la Piedad, vulgo Las Vallecas, 1729-1740; col. Isabel Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, 1741; Isabel Farnesio, La Granja, pieza donde se dice misa, 1746, nº 682; La Granja, pieza cuadrada inmediata al dormitorio, 1766, nº 682; La Granja, pieza cuadrada inmediata al dormitorio, 1774, nº 682; La Granja, 1794, nº 682; Palacio Real, Madrid, 1808; Palacio Real, Madrid, 1811, nº 689)",Tabla
3367,P000169,20,Vite De’ Santi Padri,Hacia  1697,"Giordano, Luca",Óleo,49,38,"Colección Real (colección Mariana de Neoburgo, Alcázar, Toledo, hasta 1729; Convento de monjas bernardas de N. S. de la Piedad, vulgo Las Vallecas, Madrid, 1729-1741; col. Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746; colección Isabel de Farnesio, La Granja, pieza donde se dice misa, 1746, nº 681; La Granja, pieza cuadrada inmediata al dormitorio, 1766, nº 681; La Granja, pieza cuadrada inmediata al dormitorio, 1774, nº 681; Palacio Real, Madrid, pieza de paso que sigue al oratorio, 1811, nº 774).",Tabla
3368,P000174,28,Cristo Con La Cruz A Cuestas,Hacia  1697,"Giordano, Luca",Óleo,77,71,"Colección Real (Real Alcázar, Madrid, pieza que arrima a la cámara del cuarto del rey, 1700; Palacio Nuevo, Madrid, oratorio del cuarto del príncipe, 1772-1794; estudio del pintor Vicente López, 1839)",Lienzo
3369,P000179,13,Santa Rosalía,Hacia  1697,"Giordano, Luca",Óleo,81,64,"Colección Real (colección Mariana de Neoburgo; Palacio de La Granja de San Ildefonso, Segovia, 1741; col. Isabel Farnesio, La Granja, 1746, nº 1100; La Granja, cuarto del Rey-piezas que ocupa la señora Infanta, 1766, nº 1100; Palacio Real de Aranjuez, Madrid, pieza en que está el Oratorio dentro del cuarto de la Reina, 1794, nº 1100).",Lienzo
3370,P000183,24,Toma De Una Plaza Fuerte,Hacia  1697,"Giordano, Luca",Óleo,235,343,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701-1703, [nº 923]; Buen Retiro, 1794, nº 403).",Lienzo
3371,P000192,7,Florero,Hacia  1697,"Giordano, Luca",Óleo,169,109,"Colección Real (Palacio del Buen Retiro, Madrid, piezas que siguen al casón, 1772, nº 957; Palacio Real Nuevo, Madrid, pieza de paso al dormitorio, 1794, nº 957; Palacio Real, Madrid, pieza de paso al dormitorio, 1814-1818, nº 957).",Lienzo
3372,P005264,32,Tancredo Y Clorinda En La Fuente,Hacia  1697,"Giordano, Luca",Óleo,223,94,"Colección Real (Palacio Real, Madrid, pieza de paso al dormitorio, 1794, nº 944; Palacio Real, Madrid, pieza de paso que seguía al oratorio, 1811, nº 944; Palacio Real, Madrid, pieza de paso al dormitorio, 1814, nº 944)",Lienzo
3373,P000113,23,La Oración En El Huerto,Antes de  1712,Anónimo,Óleo,"40,5",42,"Colección Real (Carlo Maratti, Roma, 1712; Adquirido por Felipe V, 1723, nº 124; Palacio de La Granja de San Ildefonso, Segovia, 1727; La Granja, pieza donde se dice misa, 1746, nº 266; La Granja, 1794, nº 266).",Tabla
3374,P002504,9,Carlos Ii,1693,"Giordano, Luca",Óleo,66,56,"Colección Mariana de Neoburgo, hasta 1741; col. Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 718; Palacio de La Granja, 1794, nº 718; Palacio de La Granja, 1814, nº 718; León Adolfo Laffitte Maurin, hasta 1876; legado Xavier Laffitte y Charlesteguy, 1930.",Lienzo
3375,P003264,70,"Carreño, Rizi, Herrera Y La Pintura Madrileña De Su Tiempo. 1650-1700,",1693,"Arredondo, Isidoro",Óleo,250,180,"Madrid, Convento de la Salutación, vulgo de Constantinopla, de monjas franciscanas clarisas; Madrid, Museo de la Trinidad; Madrid, col. Ordoñez; Barcelona, col. Rivière; Barcelona, col. Saldaña Suanzes; donación José Ignacio Saldaña Suanzes, 1978",Lienzo
3376,P004558,14,El Buen Pastor,1693,"Ruiz González, Pedro",Óleo,201,87,Museo de la Trinidad,Tabla
3377,P007038,26,"San Luis Obispo, En Gloria",1693,"Arredondo, Isidoro",Óleo,251,179,"Madrid, Convento de la Salutación, vulgo de Constantinopla, de monjas franciscanas clarisas; Madrid, Museo de la Trinidad; Madrid, col. Ordoñez; Barcelona, col. Rivière; Barcelona, col. Saldaña Suanzes; donación José Ignacio Saldaña Suanzes, 1985.",Lienzo
3378,P007296,88,"La Virgen, Protectora De La Orden Trinitaria Y Aparición De La Virgen A San Juan De Mata",1693,"Castro, Manuel de",Óleo,442,780,"Madrid, Convento de la Trinidad, de trinitarios calzados, iglesia, crucero; Museo de la Trinidad.",Lienzo
3379,P000198,21,Doña Isabel De Borbón,1693 - 1694,"Giordano, Luca",Óleo,"81,2","61,4","Colección Real (Real Alcázar, Madrid, obrador de los pintores de cámara, 1694; Real Alcázar, Madrid, obrador de los pintores de cámara, 1704; Casa del marqués de Bedmar, Madrid, 1734; Palacio Real Nuevo, Madrid, tercera pieza de la Furriera, 1747, nº 194; Palacio del Buen Retiro, Madrid, cuarto del príncipe, 1772, nº 194; Palacio Real Nuevo, Madrid, cuarto del infante don Pedro, 1794, nº 194; Palacio Real, Madrid, cuarto del infante don Pedro, 1811, nº 194; Palacio Real, Madrid, dormitorio de príncipes-pieza octava, 1814-1818, nº 194).",Lienzo
3380,P000176,12,A Posteriori,Hacia  1698,"Giordano, Luca",Óleo,61,"82,2","Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, cuarto de su majestad, 1701, s. n.; La Zarzuela, pieza quinta, 1747, nº 44; Palacio Real Nuevo, Madrid, retrete del rey, 1772, nº 960; Palacio Real, Madrid, pieza de paso al dormitorio, 1794, nº 407; Palacio Real, Madrid, pieza de paso que sigue al Oratorio, 1811, nº 785).",Lienzo
3381,P003063,28,Adoración De Los Reyes Magos,1694,"Mateos, José",Óleo,99,80,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",Lienzo
3382,P003178,17,Olindo Y Sofronia,1694 - 1696,"Giordano, Luca",Óleo,250,360,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, nº 920; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 922; Palacio Real Nuevo, Madrid, cuarto del infante don Pedro, 1794, nº 922; Palacio Real, Madrid, salón verde chico, 1811, nº 922; Palacio Real, Madrid, dormitorio de príncipes-pieza octava, 1814-1818, nº 922).",Lienzo
3383,P003179,10,Iconología,1694 - 1696,"Giordano, Luca",Óleo,245,361,"Colección Real (Palacio Real del Buen Retiro, Madrid, ermita de San Juan, 1701, nº 921; Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 923; Palacio Real Nuevo, Madrid, dormitorio del infante don Carlos, 1794, nº 993; Palacio Real, Madrid, Consejo de Estado-segunda antecámara, 1811, nº 923; Palacio Real, Madrid, cuarto de la camarera, 1814-1818, nº 923).",Lienzo
3384,P003195,22,Riña De Isaac E Ismael,1694 - 1696,"Giordano, Luca",Óleo,175,84,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, nº. 891; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 893; Palacio Nuevo, antecámara 2ª, 1794, nº 893; Palacio Real, Madrid, antecámara de la pieza de billar, 1811, nº 893; Palacio Real, Madrid, antecámara de la reina, 1814-1818, nº 993).",Lienzo
3385,P005123,6,Jueces,1694 - 1696,"Giordano, Luca",Óleo,62,162,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, nº [896]; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-pieza amarilla a la izquierda, 1794, nº 895; Placio Real, Madrid, pieza siguiente a la del servicio de las damas, 1811; Palacio Real, Madrid, pieza encarnada, 1814, s. n.).",Lienzo
3386,P000151,38,Abraham Escucha Las Promesas Del Señor,1694 - 1696,"Giordano, Luca",Óleo,66,180,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, [nº 894]; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas, 1794, nº 894; Palacio Real, Madrid, cuarto de comer de la servidumbre, 1811, nº 894; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, nº 894).",Lienzo
3387,P000152,35,Abraham Adorando A Los Tres Ángeles,1694 - 1696,"Giordano, Luca",Óleo,65,168,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, [nº 893]; Palacio Real, Madrid, pieza siguiente a la del servicio de las Damas, 1811).",Lienzo
3388,P000153,7,Génesis,1694 - 1696,"Giordano, Luca",Óleo,58,154,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, [nº 897]; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas, 1794, nº 899; Palacio Real, Madrid, cuarto de comer de la servidumbre, 1811; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, nº 899).",Lienzo
3389,P000158,14,Sueño De Jacob,1694 - 1696,"Giordano, Luca",Óleo,251,112,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1700; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 878; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-pieza amarilla a la izquierda, 1794, nº 978; Palacio Real, Madrid, salón del servicio de la reina 1811; Palacio Real, Madrid, pieza amarilla, 1814-1818, nº 878).",Lienzo
3390,P000163,16,Sansón Y El León,1694 - 1696,"Giordano, Luca",Óleo,95,142,"Colección Real (Palacio del Buen Retiro, Madrid, ermita de San Juan, 1701, nº 889; Palacio Real, Madrid, antecámara de la serenísima infanta, 1772, nº 891; Palacio Real, Madrid, cuarto del príncipe-pieza del oratorio, 1794, nº 491; Palacio Real, Madrid, pieza de oratorio, 1814-1818, nº 491; Real Academia de BBAA de San Fernando, Madrid, 1816).",Lienzo
3391,P000549,12,Lucas Jordan,1694 - 1700,"Belvedere, Andrea",Óleo,151,100,"Colección Real (Palacio del Buen Retiro, Madrid, piezas que siguen al casón, 1772, nº 896; Palacio Real Nuevo, Madrid, pieza de librería que mira al norte, 1794, s. n.; Palacio Real, Madrid, pieza reservada junto a la de las máquinas, 1814-1818, s.n.).",Lienzo
3392,P000550,12,Lucas Jordan,1694 - 1700,"Belvedere, Andrea",Óleo,151,100,"Colección Real (Palacio del Buen Retiro, Madrid, piezas que siguen al casón, 1772, nº 897; Palacio Real Nuevo, Madrid, pieza de librería que mira al norte, 1794, s. n.; Palacio Real, Madrid, pieza reservada junto a la de las máquinas, 1814-1818, s.n.).",Lienzo
3393,P002247,7,Mercure,1695 - 1696,"Coypel, Antoine",Óleo,147,215,"Colección Real (colección Florencio Kelly, Madrid; Palacio Real Nuevo, Madrid, primera pieza-cuarto nuevo de la serenísima infanta, 1772, nº 61; Palacio Real Nuevo, pinturas que estuvieron colocadas el la pieza Dosel de la Reina, 1794, s. n.; Palacio Real, Madrid, pieza de damas, 1814-1818, s.n.).",Lienzo
3394,P000704,7,El Agua,Hacia  1700,"Ezquerra, Jerónimo Antonio",Óleo,248,160,"Colección Real (Real Alcázar, Madrid, 1734, nº 706 (1); Furriera del Rey-Casas arzobispales, alcoba primera, 1747, nº 323; Palacio Real del Buen Retiro, Madrid, cuarto de las Infantas, 1772, nº 323; Buen Retiro, 1794, nº 360).",Lienzo
3395,P002748,31,Paisaje Con Un Molino De Viento,Hacia  1700,Anónimo,Óleo,17,22,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Tabla
3396,P002789,56,La Belleza Cautiva. Pequeños Tesoros Del Museo Del Prado,Hacia  1700,Anónimo,Óleo,22,16,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",Lámina de cobre
3397,P002934,56,"El Bodegón Español En El Prado. De Van Der Hamen A Goya,",Hacia  1700,"Victoria, Vicente",Óleo,73,96,"Legado Florencio D'Estoup y Garcerán, 1917.",Lienzo
3398,P003029,25,"Decvs.Inmor/Tale, Tvorvm ",Hacia  1700,"Ruiz de la Iglesia, Francisco Ignacio",Óleo,81,60,"Adquisición a José Camino Fernández, 1940",Lienzo
3399,P003186,8,El Fuego,Hacia  1700,"Palomino y Velasco, Acisclo Antonio",Óleo,246,160,"Colección Real (Real Alcázar, Madrid, 1734, nº 886; Furriera del Rey-Casas arzobispales, alcoba primera, 1747, nº 322; Palacio del Buen Retiro, Madrid, cuarto de las Infantas, 1772, nº 322; Buen Retiro, 1794, nº 363).",Lienzo
3400,P003187,7,El Aire,Hacia  1700,"Palomino y Velasco, Acisclo Antonio",Óleo,246,156,"Colección Real (Real Alcázar, Madrid, 1734, nº 812; Furriera del Rey-Casas arzobispales, alcoba primera, 1747, nº 321; Palacio del Buen Retiro, Madrid, cuarto de las Infantas, 1772, nº 321; Buen Retiro, 1794, nº 362).",Lienzo
3401,P003332,57,"El Arte Del Poder. La Real Armería Y El Retrato De Corte,",Hacia  1700,Anónimo,Óleo,204,141,"Colección Real (Real Alcázar, Madrid, 1734, nº 1146; colección Felipe V, Furriera del rey-Casas arzobispales, pinturas arrolladas, 1747, nº 845; Palacio del Buen Retiro, Madrid, pieza de la mesa de trucos, 1772, nº 1146; Buen Retiro, 1794, nº 1353).",Lienzo
3402,P004632,46,Jesucristo Servido En La Mesa Por Unos Ángeles,Hacia  1700,Anónimo,Óleo,266,443,Colección Real,Lienzo
3403,P005223,26,Sacrificio A La Gentilidad,Hacia  1700,"Giordano, Luca",Óleo,280,68,"Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, pieza de estado de señoras de honor, 1701, nº 27; Real Alcázar, Madrid, bóveda de Carlos V, hasta 1734; Real Alcázar, Madrid, pinturas salvadas del incendio, casas arzobispales, 1734, nº 476; Palacio del Buen Retiro, Madrid, cuarto del infante don Felipe, 1740; Palacio del Buen Retiro, Madrid, cuarto del infante don Felipe, 1748-1749, nº 476; Palacio Real Nuevo, Madrid, antecámara del infante don Luis, 1772, nº 476; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas-pieza encarnada a la derecha, 1794, nº 476; Palacio Real, Madrid, salón del servicio de la reina, 1811, nº 476; Palacio Real, Madrid, pieza amarilla del techo con la Entrega de las llaves de Granada, 1814)",Lienzo
3404,P005222,26,Sacrificio A La Gentilidad,Hacia  1700,"Giordano, Luca",Óleo,282,69,"Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, pieza de estado de señoras de honor, 1701, nº 27; Real Alcázar, Madrid, bóveda de Carlos V, hasta 1734; Real Alcázar, Madrid, pinturas salvadas del incendio, casas arzobispales, 1734, nº 476; Palacio del Buen Retiro, Madrid, cuarto del infante don Felipe, 1740; Palacio del Buen Retiro, Madrid, cuarto del infante don Felipe, 1748-1749, nº 476; Palacio Real Nuevo, Madrid, antecámara del infante don Luis, 1772, nº 476; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas-pieza encarnada a la derecha, 1794, nº 476; Palacio Real, Madrid, salón del servicio de la reina, 1811, nº 476; Palacio Real, Madrid, pieza amarilla del techo con la Entrega de las llaves de Granada, 1814).",Lienzo
3405,P005772,34,"Pintores Del Reinado De Carlos Ii,",Hacia  1700,"Ribera, Juan Vicente de",Óleo,188,149,Museo de la Trinidad,Lienzo
3406,P006521,29,Pasaje De La Vida De Un Santo,Hacia  1700,Anónimo,Óleo,272,269,"Madrid, Convento de la Trinidad, de trinitarios calzados, iglesia, hasta 1900; Ministerio de Fomento.",Lienzo
3407,P006585,16,Escena Religiosa,Hacia  1700,Anónimo,Óleo,271,271,"Madrid, Convento de la Trinidad, de trinitarios calzados, iglesia, hasta 1900; Ministerio de Fomento.",Lienzo
3408,P006586,58,Escena Religiosa. San Pedro Poniendo El Birrete A Un Santo,Hacia  1700,Anónimo,Óleo,270,270,"Madrid, Convento de la Trinidad, de trinitarios calzados, iglesia, hasta 1900; Ministerio de Fomento.",Lienzo
3409,P006587,16,Escena Religiosa,Hacia  1700,Anónimo,Óleo,"271,5",267,"Madrid, Convento de la Trinidad, de trinitarios calzados, iglesia, hasta 1900; Ministerio de Fomento.",Lienzo
3410,P000173,25,Las Lágrimas De San Pedro,Hacia  1700,"Giordano, Luca",Óleo,66,55,"Colección Real (Pinturas salvadas del incendio del Real Alcázar, Madrid, 1734, nº 386; Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 386; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 386; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-pieza amarilla a la izquierda, 1794, nº 386; Palacio Real, Madrid, tercera pieza del cuarto del infante don Francisco, 1814, s. n.).",Lienzo
3411,P000182,51,Santa Brígida Salvada De Un Naufragio Por La Virgen,Hacia  1700,"Giordano, Luca",Óleo,62,77,"Colección Real (Real Alcázar, Madrid, gabinete del salón de los espejos, 1701-1703, nº 20; Real Alcázar, Madrid, gabinete del rey, 1703; obras salvadas del incendio del Real Alcázar, Madrid, casa del marqués de Bedmar, 1734, nº 1065; Palacio Real, Madrid, bóveda que servía para oficio de Furriera, 1772, nº 1065; Palacio Real Nuevo, Madrid, pieza de paso al dormitorio de la serenísima infanta, 1794, nº 105; Palacio Real, Madrid, salón de las princesas, 1811, nº 961).",Lienzo
3412,P000196,29,Eneas Fugitivo Con Su Familia,Hacia  1700,"Giordano, Luca",Óleo,"282,3","125,3","Colección Real (Palacio de la Zarzuela, El Pardo-Madrid, pieza de estado de señoras de honor, 1701, s.n.; La Zarzuela, pieza cuarta, 1747, nº 31; Palacio Nuevo, Madrid, antecámara del difunto infante don Antonio, 1772, nº 950; Palacio Real, Madrid, cuarto del infante don Pedro, 1794, nº 564; Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.).",Lienzo
3413,P004059,43,Advertencia Contra La Sustracción De Libros,Hacia  1700,Anónimo,Óleo,112,134,"Posiblemente del Museo de la Trinidad, 1872",Lienzo
3414,P004735,23,"Felipe V, Rey De España",Hacia  1700,"García de Miranda, Juan",Óleo,208,110,"Colección Real (Monasterio de El Escorial, 1848)",Lienzo
